date,Solar Power（kW）,energy_consumption,EPS Load Power（kW）,Battery Power（kW）,Grid Power（kW）,Weather,Charge Power（kW）,Export Power（kW）,Discharge Power（kW）,Import Power（kW）,SOC（%）
2024/07/15 11:00:00,0.0,14.0,,0.0,14.0,,,,,14.0,0.0
2024/07/15 11:05:00,0.0,13.88,,0.0,13.88,,,,,13.88,0.0
2024/07/15 11:10:00,0.0,22.49,,0.0,22.49,,,,,22.49,0.0
2024/07/15 11:15:00,0.0,20.24,,0.0,20.24,,,,,20.24,0.0
2024/07/15 11:20:00,0.0,15.4,,0.0,15.4,,,,,15.4,0.0
2024/07/15 11:25:00,0.0,20.1,,0.0,20.1,,,,,20.1,0.0
2024/07/15 11:30:00,0.0,20.96,,0.0,20.96,,,,,20.96,0.0
2024/07/15 11:35:00,0.0,22.99,,0.0,22.99,,,,,22.99,0.0
2024/07/15 11:45:00,0.0,17.61,,0.0,17.61,,,,,17.61,0.0
2024/07/15 11:50:00,0.0,18.76,,0.0,18.76,,,,,18.76,0.0
2024/07/15 11:55:00,0.0,27.15,,0.0,27.15,,,,,27.15,0.0
2024/07/15 12:00:00,0.0,22.77,,0.0,22.77,,,,,22.77,0.0
2024/07/15 12:05:00,0.0,21.45,,0.0,21.45,,,,,21.45,0.0
2024/07/15 12:10:00,0.0,22.32,,0.0,22.32,,,,,22.32,0.0
2024/07/15 12:15:00,0.0,27.56,,0.0,27.56,,,,,27.56,0.0
2024/07/15 12:20:00,0.0,30.57,,0.0,30.57,,,,,30.57,0.0
2024/07/15 12:30:00,0.0,27.41,,0.0,27.41,,,,,27.41,0.0
2024/07/15 12:35:00,0.0,22.43,,0.0,22.43,,,,,22.43,0.0
2024/07/15 12:40:00,0.0,26.43,,0.0,26.43,,,,,26.43,0.0
2024/07/15 12:43:39,,,,,,Cloudy,,,,,
2024/07/15 12:45:00,0.0,18.82,,0.0,18.82,,,,,18.82,0.0
2024/07/15 12:50:00,0.0,17.61,,0.0,17.61,,,,,17.61,0.0
2024/07/15 12:55:00,0.0,14.47,,0.0,14.47,,,,,14.47,0.0
2024/07/15 13:00:00,0.0,14.68,,0.0,14.68,,,,,14.68,0.0
2024/07/15 13:05:00,0.0,19.77,,0.0,19.77,,,,,19.77,0.0
2024/07/15 13:15:00,0.0,14.38,,0.0,14.38,,,,,14.38,0.0
2024/07/15 13:20:00,0.0,14.8,,0.0,14.8,,,,,14.8,0.0
2024/07/15 13:25:00,0.0,11.75,,0.0,11.75,,,,,11.75,0.0
2024/07/15 13:30:00,0.0,11.29,,0.0,11.29,,,,,11.29,0.0
2024/07/15 13:35:00,0.0,13.3,,0.0,13.3,,,,,13.3,0.0
2024/07/15 13:40:00,0.0,17.5,,0.0,17.5,,,,,17.5,0.0
2024/07/15 13:45:00,0.0,14.02,,0.0,14.02,,,,,14.02,0.0
2024/07/15 13:50:00,0.0,13.92,,0.0,13.92,,,,,13.92,0.0
2024/07/15 14:00:00,0.0,10.67,,0.0,10.67,,,,,10.67,0.0
2024/07/15 14:05:00,0.0,32.59,,0.0,32.59,,,,,32.59,0.0
2024/07/15 14:10:00,0.0,30.73,,0.0,30.73,,,,,30.73,0.0
2024/07/15 14:15:00,0.0,28.07,,0.0,28.07,,,,,28.07,0.0
2024/07/15 14:20:00,0.0,33.77,,0.0,33.77,,,,,33.77,0.0
2024/07/15 14:25:00,0.0,34.58,,0.0,34.58,,,,,34.58,0.0
2024/07/15 14:30:00,0.0,28.81,,0.0,28.81,,,,,28.81,0.0
2024/07/15 14:35:00,0.0,29.65,,0.0,29.65,,,,,29.65,0.0
2024/07/15 14:45:00,0.0,31.58,,0.0,31.58,,,,,31.58,0.0
2024/07/15 14:50:00,0.0,37.16,,0.0,37.16,,,,,37.16,0.0
2024/07/15 14:55:00,0.0,30.05,,0.0,30.05,,,,,30.05,0.0
2024/07/15 15:00:00,0.0,15.98,,0.0,15.98,,,,,15.98,0.0
2024/07/15 15:05:00,0.0,13.64,,0.0,13.64,,,,,13.64,0.0
2024/07/15 15:10:00,0.0,18.19,,0.0,18.19,,,,,18.19,0.0
2024/07/15 15:15:00,0.0,22.92,,0.0,22.92,,,,,22.92,0.0
2024/07/15 15:20:00,0.0,16.87,,0.0,16.87,,,,,16.87,0.0
2024/07/15 15:30:00,0.0,22.58,,0.0,22.58,,,,,22.58,0.0
2024/07/15 15:35:00,0.0,3.65,,0.0,3.65,,,,,3.65,0.0
2024/07/15 15:40:00,0.0,2.12,,0.0,2.12,,,,,2.12,0.0
2024/07/15 15:43:39,,,,,,Cloudy,,,,,
2024/07/15 15:45:00,0.0,2.1,,0.0,2.1,,,,,2.1,0.0
2024/07/15 15:50:00,0.0,2.29,,0.0,2.29,,,,,2.29,0.0
2024/07/15 15:55:00,0.0,2.29,,0.0,2.29,,,,,2.29,0.0
2024/07/15 16:00:00,0.0,2.45,,0.0,2.45,,,,,2.45,0.0
2024/07/15 16:05:00,0.0,2.36,,0.0,2.36,,,,,2.36,0.0
2024/07/15 16:15:00,0.0,2.36,,0.0,2.36,,,,,2.36,0.0
2024/07/15 16:20:00,0.0,3.97,,0.0,3.97,,,,,3.97,0.0
2024/07/15 16:25:00,0.0,1.72,,0.0,1.72,,,,,1.72,0.0
2024/07/15 16:30:00,0.0,1.57,,0.0,1.57,,,,,1.57,0.0
2024/07/15 16:35:00,0.0,3.04,,0.0,3.04,,,,,3.04,0.0
2024/07/15 16:40:00,0.0,2.35,,0.0,2.35,,,,,2.35,0.0
2024/07/15 16:45:00,0.0,2.35,,0.0,2.35,,,,,2.35,0.0
2024/07/15 16:50:00,0.0,2.32,,0.0,2.32,,,,,2.32,0.0
2024/07/15 16:55:00,0.0,2.32,,0.0,2.32,,,,,2.32,0.0
2024/07/15 17:00:00,0.0,2.41,,0.0,2.41,,,,,2.41,0.0
2024/07/15 17:05:00,0.0,2.39,,0.0,2.39,,,,,2.39,0.0
2024/07/15 17:10:00,0.0,2.52,,0.0,2.52,,,,,2.52,0.0
2024/07/15 17:15:00,0.0,2.42,,0.0,2.42,,,,,2.42,0.0
2024/07/15 17:20:00,0.0,2.13,,0.0,2.13,,,,,2.13,0.0
2024/07/15 17:25:00,0.0,1.86,,0.0,1.86,,,,,1.86,0.0
2024/07/15 17:30:00,0.0,2.75,,0.0,2.75,,,,,2.75,0.0
2024/07/15 17:35:00,0.0,2.54,,0.0,2.54,,,,,2.54,0.0
2024/07/15 17:45:00,0.0,2.87,,0.0,2.87,,,,,2.87,0.0
2024/07/15 17:50:00,0.0,2.78,,0.0,2.78,,,,,2.78,0.0
2024/07/15 17:55:00,0.0,2.77,,0.0,2.77,,,,,2.77,0.0
2024/07/15 18:00:00,0.0,2.12,,0.0,2.12,,,,,2.12,0.0
2024/07/15 18:05:00,0.0,2.13,,0.0,2.13,,,,,2.13,0.0
2024/07/15 18:10:00,0.0,2.29,,0.0,2.29,,,,,2.29,0.0
2024/07/15 18:15:00,0.0,2.35,,0.0,2.35,,,,,2.35,0.0
2024/07/15 18:20:00,0.0,2.31,,0.0,2.31,,,,,2.31,0.0
2024/07/15 18:30:00,0.0,1.97,,0.0,1.97,,,,,1.97,0.0
2024/07/15 18:35:00,0.0,1.84,,0.0,1.84,,,,,1.84,0.0
2024/07/15 18:40:00,0.0,2.24,,0.0,2.24,,,,,2.24,0.0
2024/07/15 18:43:39,,,,,,Cloudy,,,,,
2024/07/15 18:45:00,0.0,2.28,,0.0,2.28,,,,,2.28,0.0
2024/07/15 18:50:00,0.0,2.16,,0.0,2.16,,,,,2.16,0.0
2024/07/15 18:55:00,0.0,1.74,,0.0,1.74,,,,,1.74,0.0
2024/07/15 19:00:00,0.0,2.06,,0.0,2.06,,,,,2.06,0.0
2024/07/15 19:05:00,0.0,2.09,,0.0,2.09,,,,,2.09,0.0
2024/07/15 19:15:00,0.0,1.97,,0.0,1.97,,,,,1.97,0.0
2024/07/15 19:20:00,0.0,2.02,,0.0,2.02,,,,,2.02,0.0
2024/07/15 19:25:00,0.0,1.6,,0.0,1.6,,,,,1.6,0.0
2024/07/15 19:30:00,0.0,1.54,,0.0,1.54,,,,,1.54,0.0
2024/07/15 19:35:00,0.0,2.05,,0.0,2.05,,,,,2.05,0.0
2024/07/15 19:40:00,0.0,1.95,,0.0,1.95,,,,,1.95,0.0
2024/07/15 19:45:00,0.0,2.21,,0.0,2.21,,,,,2.21,0.0
2024/07/15 19:50:00,0.0,2.21,,0.0,2.21,,,,,2.21,0.0
2024/07/15 19:55:00,0.0,1.85,,0.0,1.85,,,,,1.85,0.0
2024/07/15 20:00:00,0.0,1.77,,0.0,1.77,,,,,1.77,0.0
2024/07/15 20:05:00,0.0,2.26,,0.0,2.26,,,,,2.26,0.0
2024/07/15 20:10:00,0.0,2.44,,0.0,2.44,,,,,2.44,0.0
2024/07/15 20:15:00,0.0,2.52,,0.0,2.52,,,,,2.52,0.0
2024/07/15 20:20:00,0.0,2.93,,0.0,2.93,,,,,2.93,0.0
2024/07/15 20:25:00,0.0,2.46,,0.0,2.46,,,,,2.46,0.0
2024/07/15 20:30:00,0.0,2.23,,0.0,2.23,,,,,2.23,0.0
2024/07/15 20:45:00,0.0,1.85,,0.0,1.85,,,,,1.85,0.0
2024/07/15 20:50:00,0.0,2.31,,0.0,2.31,,,,,2.31,0.0
2024/07/15 20:55:00,0.0,2.42,,0.0,2.42,,,,,2.42,0.0
2024/07/15 21:00:00,0.0,2.3,,0.0,2.3,,,,,2.3,0.0
2024/07/15 21:05:00,0.0,2.27,,0.0,2.27,,,,,2.27,0.0
2024/07/15 21:10:00,0.0,2.2,,0.0,2.2,,,,,2.2,0.0
2024/07/15 21:15:00,0.0,2.2,,0.0,2.2,,,,,2.2,0.0
2024/07/15 21:20:00,0.0,1.65,,0.0,1.65,,,,,1.65,0.0
2024/07/15 21:25:00,0.0,2.3,,0.0,2.3,,,,,2.3,0.0
2024/07/15 21:30:00,0.0,2.63,,0.0,2.63,,,,,2.63,0.0
2024/07/15 21:35:00,0.0,2.9,,0.0,2.9,,,,,2.9,0.0
2024/07/15 21:40:00,0.0,2.19,,0.0,2.19,,,,,2.19,0.0
2024/07/15 21:43:38,,,,,,Cloudy,,,,,
2024/07/15 21:45:00,0.0,2.28,,0.0,2.28,,,,,2.28,0.0
2024/07/15 21:50:00,0.0,0.55,,0.0,0.55,,,,,0.55,0.0
2024/07/15 21:55:00,0.0,3.98,,0.0,3.98,,,,,3.98,0.0
2024/07/15 22:00:00,0.0,3.98,,0.0,3.98,,,,,3.98,0.0
2024/07/15 22:05:00,0.0,2.33,,0.0,2.33,,,,,2.33,0.0
2024/07/15 22:10:00,0.0,2.21,,0.0,2.21,,,,,2.21,0.0
2024/07/15 22:15:00,0.0,2.25,,0.0,2.25,,,,,2.25,0.0
2024/07/15 22:20:00,0.0,0.55,,0.0,0.55,,,,,0.55,0.0
2024/07/15 22:25:00,0.0,2.06,,0.0,2.06,,,,,2.06,0.0
2024/07/15 22:30:00,0.0,2.15,,0.0,2.15,,,,,2.15,0.0
2024/07/15 22:35:00,0.0,2.22,,0.0,2.22,,,,,2.22,0.0
2024/07/15 22:40:00,0.0,2.45,,0.0,2.45,,,,,2.45,0.0
2024/07/15 22:45:00,0.0,2.45,,0.0,2.45,,,,,2.45,0.0
2024/07/15 22:50:00,0.0,2.16,,0.0,2.16,,,,,2.16,0.0
2024/07/15 22:55:00,0.0,4.4,,0.0,4.4,,,,,4.4,0.0
2024/07/15 23:00:00,0.0,4.22,,0.0,4.22,,,,,4.22,0.0
2024/07/15 23:00:00,0.0,4.22,,0.0,4.22,,,,,4.22,0.0
2024/07/15 23:05:00,0.0,4.21,,0.0,4.21,,,,,4.21,0.0
2024/07/15 23:10:00,0.0,4.22,,0.0,4.22,,,,,4.22,0.0
2024/07/15 23:15:00,0.0,4.09,,0.0,4.09,,,,,4.09,0.0
2024/07/15 23:20:00,0.0,4.14,,0.0,4.14,,,,,4.14,0.0
2024/07/15 23:25:00,0.0,4.1,,0.0,4.1,,,,,4.1,0.0
2024/07/15 23:30:00,0.0,4.11,,0.0,4.11,,,,,4.11,0.0
2024/07/15 23:35:00,0.0,4.17,,0.0,4.17,,,,,4.17,0.0
2024/07/15 23:40:00,0.0,4.24,,0.0,4.24,,,,,4.24,0.0
2024/07/15 23:45:00,0.0,4.18,,0.0,4.18,,,,,4.18,0.0
2024/07/15 23:50:00,0.0,4.23,,0.0,4.23,,,,,4.23,0.0
2024/07/15 23:55:00,0.0,4.45,,0.0,4.45,,,,,4.45,0.0
2024/07/16 00:00:00,0.0,4.03,,0.0,4.03,,,,,4.03,0.0
2024/07/16 00:05:00,0.0,4.02,,0.0,4.02,,,,,4.02,0.0
2024/07/16 00:10:00,0.0,2.09,,0.0,2.09,,,,,2.09,0.0
2024/07/16 00:15:00,0.0,2.12,,0.0,2.12,,,,,2.12,0.0
2024/07/16 00:25:00,0.0,2.2,,0.0,2.2,,,,,2.2,0.0
2024/07/16 00:30:00,0.0,2.75,,0.0,2.75,,,,,2.75,0.0
2024/07/16 00:35:00,0.0,2.41,,0.0,2.41,,,,,2.41,0.0
2024/07/16 00:40:00,0.0,2.08,,0.0,2.08,,,,,2.08,0.0
2024/07/16 00:43:39,,,,,,Cloudy,,,,,
2024/07/16 00:45:00,0.0,2.08,,0.0,2.08,,,,,2.08,0.0
2024/07/16 00:50:00,0.0,2.11,,0.0,2.11,,,,,2.11,0.0
2024/07/16 00:55:00,0.0,2.16,,0.0,2.16,,,,,2.16,0.0
2024/07/16 01:00:00,0.0,2.08,,0.0,2.08,,,,,2.08,0.0
2024/07/16 01:10:00,0.0,2.33,,0.0,2.33,,,,,2.33,0.0
2024/07/16 01:15:00,0.0,2.0,,0.0,2.0,,,,,2.0,0.0
2024/07/16 01:20:00,0.0,2.08,,0.0,2.08,,,,,2.08,0.0
2024/07/16 01:25:00,0.0,2.1,,0.0,2.1,,,,,2.1,0.0
2024/07/16 01:30:00,0.0,2.16,,0.0,2.16,,,,,2.16,0.0
2024/07/16 01:35:00,0.0,2.21,,0.0,2.21,,,,,2.21,0.0
2024/07/16 01:40:00,0.0,3.26,,0.0,3.26,,,,,3.26,0.0
2024/07/16 01:45:00,0.0,2.09,,0.0,2.09,,,,,2.09,0.0
2024/07/16 01:55:00,0.0,2.13,,0.0,2.13,,,,,2.13,0.0
2024/07/16 02:00:00,0.0,2.14,,0.0,2.14,,,,,2.14,0.0
2024/07/16 02:05:00,0.0,2.15,,0.0,2.15,,,,,2.15,0.0
2024/07/16 02:10:00,0.0,2.27,,0.0,2.27,,,,,2.27,0.0
2024/07/16 02:15:00,0.0,2.18,,0.0,2.18,,,,,2.18,0.0
2024/07/16 02:20:00,0.0,2.05,,0.0,2.05,,,,,2.05,0.0
2024/07/16 02:25:00,0.0,2.06,,0.0,2.06,,,,,2.06,0.0
2024/07/16 02:30:00,0.0,2.07,,0.0,2.07,,,,,2.07,0.0
2024/07/16 02:40:00,0.0,2.07,,0.0,2.07,,,,,2.07,0.0
2024/07/16 02:45:00,0.0,2.08,,0.0,2.08,,,,,2.08,0.0
2024/07/16 02:50:00,0.0,2.16,,0.0,2.16,,,,,2.16,0.0
2024/07/16 02:55:00,0.0,2.07,,0.0,2.07,,,,,2.07,0.0
2024/07/16 03:00:00,0.0,2.09,,0.0,2.09,,,,,2.09,0.0
2024/07/16 03:05:00,0.0,0.0,,0.0,0.0,,,,,,0.0
2024/07/16 03:10:00,0.0,2.7,,0.0,2.7,,,,,2.7,0.0
2024/07/16 03:15:00,0.0,2.02,,0.0,2.02,,,,,2.02,0.0
2024/07/16 03:25:00,0.0,2.08,,0.0,2.08,,,,,2.08,0.0
2024/07/16 03:30:00,0.0,1.98,,0.0,1.98,,,,,1.98,0.0
2024/07/16 03:35:00,0.0,2.15,,0.0,2.15,,,,,2.15,0.0
2024/07/16 03:40:00,0.0,2.12,,0.0,2.12,,,,,2.12,0.0
2024/07/16 03:43:38,,,,,,Cloudy,,,,,
2024/07/16 03:45:00,0.0,2.14,,0.0,2.14,,,,,2.14,0.0
2024/07/16 03:50:00,0.0,2.1,,0.0,2.1,,,,,2.1,0.0
2024/07/16 03:55:00,0.0,2.03,,0.0,2.03,,,,,2.03,0.0
2024/07/16 04:00:00,0.0,2.18,,0.0,2.18,,,,,2.18,0.0
2024/07/16 04:10:00,0.0,2.13,,0.0,2.13,,,,,2.13,0.0
2024/07/16 04:15:00,0.0,2.11,,0.0,2.11,,,,,2.11,0.0
2024/07/16 04:20:00,0.0,2.0,,0.0,2.0,,,,,2.0,0.0
2024/07/16 04:25:00,0.0,1.95,,0.0,1.95,,,,,1.95,0.0
2024/07/16 04:30:00,0.0,1.93,,0.0,1.93,,,,,1.93,0.0
2024/07/16 04:35:00,0.0,1.54,,0.0,1.54,,,,,1.54,0.0
2024/07/16 04:40:00,0.0,1.98,,0.0,1.98,,,,,1.98,0.0
2024/07/16 04:45:00,0.0,1.99,,0.0,1.99,,,,,1.99,0.0
2024/07/16 04:55:00,0.0,14.32,,0.0,14.32,,,,,14.32,0.0
2024/07/16 05:00:00,0.0,16.11,,0.0,16.11,,,,,16.11,0.0
2024/07/16 05:05:00,0.0,10.79,,0.0,10.79,,,,,10.79,0.0
2024/07/16 05:10:00,0.0,11.81,,0.0,11.81,,,,,11.81,0.0
2024/07/16 05:15:00,0.0,7.4,,0.0,7.4,,,,,7.4,0.0
2024/07/16 05:20:00,0.0,23.83,,0.0,23.83,,,,,23.83,0.0
2024/07/16 05:25:00,0.0,5.98,,0.0,5.98,,,,,5.98,0.0
2024/07/16 05:30:00,0.0,13.45,,0.0,13.45,,,,,13.45,0.0
2024/07/16 05:40:00,0.0,25.06,,0.0,25.06,,,,,25.06,0.0
2024/07/16 05:45:00,0.0,14.78,,0.0,14.78,,,,,14.78,0.0
2024/07/16 05:50:00,0.0,10.56,,0.0,10.56,,,,,10.56,0.0
2024/07/16 05:55:00,0.0,22.51,,0.0,22.51,,,,,22.51,0.0
2024/07/16 06:00:00,0.0,14.6,,0.0,14.6,,,,,14.6,0.0
2024/07/16 06:05:00,0.0,27.39,,0.0,27.39,,,,,27.39,0.0
2024/07/16 06:10:00,0.0,13.7,,0.0,13.7,,,,,13.7,0.0
2024/07/16 06:15:00,0.0,18.42,,0.0,18.42,,,,,18.42,0.0
2024/07/16 06:25:00,0.0,15.59,,0.0,15.59,,,,,15.59,0.0
2024/07/16 06:30:00,0.0,20.43,,0.0,20.43,,,,,20.43,0.0
2024/07/16 06:35:00,0.0,21.48,,0.0,21.48,,,,,21.48,0.0
2024/07/16 06:40:00,0.0,14.89,,0.0,14.89,,,,,14.89,0.0
2024/07/16 06:43:38,,,,,,Cloudy,,,,,
2024/07/16 06:45:00,0.0,20.21,,0.0,20.21,,,,,20.21,0.0
2024/07/16 06:50:00,0.0,17.4,,0.0,17.4,,,,,17.4,0.0
2024/07/16 06:55:00,0.0,20.13,,0.0,20.13,,,,,20.13,0.0
2024/07/16 07:00:00,0.0,27.14,,0.0,27.14,,,,,27.14,0.0
2024/07/16 07:10:00,0.0,16.97,,0.0,16.97,,,,,16.97,0.0
2024/07/16 07:15:00,0.0,19.94,,0.0,19.94,,,,,19.94,0.0
2024/07/16 07:20:00,0.0,17.02,,0.0,17.02,,,,,17.02,0.0
2024/07/16 07:25:00,0.0,22.3,,0.0,22.3,,,,,22.3,0.0
2024/07/16 07:30:00,0.0,30.25,,0.0,30.25,,,,,30.25,0.0
2024/07/16 07:35:00,0.0,14.05,,0.0,14.05,,,,,14.05,0.0
2024/07/16 07:40:00,0.0,19.73,,0.0,19.73,,,,,19.73,0.0
2024/07/16 07:45:00,0.0,17.29,,0.0,17.29,,,,,17.29,0.0
2024/07/16 07:55:00,0.0,20.34,,0.0,20.34,,,,,20.34,0.0
2024/07/16 08:00:00,0.0,14.08,,0.0,14.08,,,,,14.08,0.0
2024/07/16 08:05:00,0.0,26.29,,0.0,26.29,,,,,26.29,0.0
2024/07/16 08:10:00,0.0,32.66,,0.0,32.66,,,,,32.66,0.0
2024/07/16 08:15:00,0.0,32.66,,0.0,32.66,,,,,32.66,0.0
2024/07/16 08:20:00,0.0,23.94,,0.0,23.94,,,,,23.94,0.0
2024/07/16 08:25:00,0.0,25.27,,0.0,25.27,,,,,25.27,0.0
2024/07/16 08:30:00,0.0,23.47,,0.0,23.47,,,,,23.47,0.0
2024/07/16 08:40:00,0.0,12.89,,0.0,12.89,,,,,12.89,0.0
2024/07/16 08:45:00,0.0,21.07,,0.0,21.07,,,,,21.07,0.0
2024/07/16 08:50:00,0.0,39.61,,0.0,39.61,,,,,39.61,0.0
2024/07/16 08:55:00,0.0,34.28,,0.0,34.28,,,,,34.28,0.0
2024/07/16 09:00:00,0.0,33.11,,0.0,33.11,,,,,33.11,0.0
2024/07/16 09:05:00,0.0,34.67,,0.0,34.67,,,,,34.67,0.0
2024/07/16 09:10:00,0.0,35.03,,0.0,35.03,,,,,35.03,0.0
2024/07/16 09:20:00,0.0,30.21,,0.0,30.21,,,,,30.21,0.0
2024/07/16 09:25:00,0.0,38.96,,0.0,38.96,,,,,38.96,0.0
2024/07/16 09:30:00,0.0,38.7,,0.0,38.7,,,,,38.7,0.0
2024/07/16 09:35:00,0.0,37.06,,0.0,37.06,,,,,37.06,0.0
2024/07/16 09:40:00,0.0,47.21,,0.0,47.21,,,,,47.21,0.0
2024/07/16 09:43:39,,,,,,Cloudy,,,,,
2024/07/16 09:45:00,0.0,21.3,,0.0,21.3,,,,,21.3,0.0
2024/07/16 09:50:00,0.0,20.07,,0.0,20.07,,,,,20.07,0.0
2024/07/16 09:55:00,0.0,23.34,,0.0,23.34,,,,,23.34,0.0
2024/07/16 10:05:00,0.0,20.92,,0.0,20.92,,,,,20.92,0.0
2024/07/16 10:10:00,0.0,19.84,,0.0,19.84,,,,,19.84,0.0
2024/07/16 10:15:00,0.0,31.79,,0.0,31.79,,,,,31.79,0.0
2024/07/16 10:20:00,0.0,19.72,,0.0,19.72,,,,,19.72,0.0
2024/07/16 10:25:00,0.0,24.63,,0.0,24.63,,,,,24.63,0.0
2024/07/16 10:30:00,0.0,15.55,,0.0,15.55,,,,,15.55,0.0
2024/07/16 10:35:00,0.0,25.96,,0.0,25.96,,,,,25.96,0.0
2024/07/16 10:40:00,0.0,14.57,,0.0,14.57,,,,,14.57,0.0
2024/07/16 10:50:00,0.0,18.69,,0.0,18.69,,,,,18.69,0.0
2024/07/16 10:55:00,0.0,19.23,,0.0,19.23,,,,,19.23,0.0
2024/07/16 11:00:00,0.0,19.23,,0.0,19.23,,,,,19.23,0.0
2024/07/16 11:05:00,0.0,18.84,,0.0,18.84,,,,,18.84,0.0
2024/07/16 11:10:00,0.0,17.98,,0.0,17.98,,,,,17.98,0.0
2024/07/16 11:15:00,0.0,20.68,,0.0,20.68,,,,,20.68,0.0
2024/07/16 11:20:00,0.0,17.08,,0.0,17.08,,,,,17.08,0.0
2024/07/16 11:25:00,0.0,15.87,,0.0,15.87,,,,,15.87,0.0
2024/07/16 11:35:00,0.0,25.35,,0.0,25.35,,,,,25.35,0.0
2024/07/16 11:40:00,0.0,31.19,,0.0,31.19,,,,,31.19,0.0
2024/07/16 11:45:00,0.0,19.88,,0.0,19.88,,,,,19.88,0.0
2024/07/16 11:50:00,0.0,18.88,,0.0,18.88,,,,,18.88,0.0
2024/07/16 11:55:00,0.0,31.6,,0.0,31.6,,,,,31.6,0.0
2024/07/16 12:00:00,0.0,28.27,,0.0,28.27,,,,,28.27,0.0
2024/07/16 12:05:00,0.0,29.85,,0.0,29.85,,,,,29.85,0.0
2024/07/16 12:10:00,0.0,19.31,,0.0,19.31,,,,,19.31,0.0
2024/07/16 12:20:00,0.0,16.73,,0.0,16.73,,,,,16.73,0.0
2024/07/16 12:25:00,0.0,15.62,,0.0,15.62,,,,,15.62,0.0
2024/07/16 12:30:00,0.0,16.24,,0.0,16.24,,,,,16.24,0.0
2024/07/16 12:35:00,0.0,18.67,,0.0,18.67,,,,,18.67,0.0
2024/07/16 12:40:00,0.0,19.05,,0.0,19.05,,,,,19.05,0.0
2024/07/16 12:43:38,,,,,,Cloudy,,,,,
2024/07/16 12:45:00,0.0,29.2,,0.0,29.2,,,,,29.2,0.0
2024/07/16 12:50:00,0.0,12.8,,0.0,12.8,,,,,12.8,0.0
2024/07/16 12:55:00,0.0,18.87,,0.0,18.87,,,,,18.87,0.0
2024/07/16 13:05:00,0.0,16.3,,0.0,16.3,,,,,16.3,0.0
2024/07/16 13:10:00,0.0,16.12,,0.0,16.12,,,,,16.12,0.0
2024/07/16 13:15:00,0.0,14.26,,0.0,14.26,,,,,14.26,0.0
2024/07/16 13:20:00,0.0,21.29,,0.0,21.29,,,,,21.29,0.0
2024/07/16 13:25:00,0.0,28.13,,0.0,28.13,,,,,28.13,0.0
2024/07/16 13:30:00,0.0,18.65,,0.0,18.65,,,,,18.65,0.0
2024/07/16 13:35:00,0.0,15.68,,0.0,15.68,,,,,15.68,0.0
2024/07/16 13:40:00,0.0,30.22,,0.0,30.22,,,,,30.22,0.0
2024/07/16 13:50:00,0.0,12.31,,0.0,12.31,,,,,12.31,0.0
2024/07/16 13:55:00,0.0,22.69,,0.0,22.69,,,,,22.69,0.0
2024/07/16 14:00:00,0.0,15.02,,0.0,15.02,,,,,15.02,0.0
2024/07/16 14:05:00,0.0,15.16,,0.0,15.16,,,,,15.16,0.0
2024/07/16 14:10:00,0.0,13.12,,0.0,13.12,,,,,13.12,0.0
2024/07/16 14:15:00,0.0,28.44,,0.0,28.44,,,,,28.44,0.0
2024/07/16 14:20:00,0.0,28.78,,0.0,28.78,,,,,28.78,0.0
2024/07/16 14:25:00,0.0,19.14,,0.0,19.14,,,,,19.14,0.0
2024/07/16 14:35:00,0.0,19.15,,0.0,19.15,,,,,19.15,0.0
2024/07/16 14:40:00,0.0,25.16,,0.0,25.16,,,,,25.16,0.0
2024/07/16 14:45:00,0.0,16.58,,0.0,16.58,,,,,16.58,0.0
2024/07/16 14:50:00,0.0,22.09,,0.0,22.09,,,,,22.09,0.0
2024/07/16 14:55:00,0.0,13.89,,0.0,13.89,,,,,13.89,0.0
2024/07/16 15:00:00,0.0,31.81,,0.0,31.81,,,,,31.81,0.0
2024/07/16 15:05:00,0.0,14.8,,0.0,14.8,,,,,14.8,0.0
2024/07/16 15:10:00,0.0,17.33,,0.0,17.33,,,,,17.33,0.0
2024/07/16 15:20:00,0.0,18.26,,0.0,18.26,,,,,18.26,0.0
2024/07/16 15:25:00,0.0,15.38,,0.0,15.38,,,,,15.38,0.0
2024/07/16 15:30:00,0.0,6.44,,0.0,6.44,,,,,6.44,0.0
2024/07/16 15:35:00,0.0,2.03,,0.0,2.03,,,,,2.03,0.0
2024/07/16 15:40:00,0.0,2.17,,0.0,2.17,,,,,2.17,0.0
2024/07/16 15:43:40,,,,,,Cloudy,,,,,
2024/07/16 15:45:00,0.0,2.12,,0.0,2.12,,,,,2.12,0.0
2024/07/16 15:50:00,0.0,2.04,,0.0,2.04,,,,,2.04,0.0
2024/07/16 15:55:00,0.0,2.24,,0.0,2.24,,,,,2.24,0.0
2024/07/16 16:05:00,0.0,2.17,,0.0,2.17,,,,,2.17,0.0
2024/07/16 16:10:00,0.0,2.2,,0.0,2.2,,,,,2.2,0.0
2024/07/16 16:15:00,0.0,2.17,,0.0,2.17,,,,,2.17,0.0
2024/07/16 16:20:00,0.0,1.96,,0.0,1.96,,,,,1.96,0.0
2024/07/16 16:25:00,0.0,2.12,,0.0,2.12,,,,,2.12,0.0
2024/07/16 16:30:00,0.0,1.92,,0.0,1.92,,,,,1.92,0.0
2024/07/16 16:35:00,0.0,1.66,,0.0,1.66,,,,,1.66,0.0
2024/07/16 16:40:00,0.0,2.03,,0.0,2.03,,,,,2.03,0.0
